id_bsran_Group	id_bsran	title_bsran	layer_bsran	objtype_bsran	objpixel_bsran	objgeo_bsran	pensymcolor_bsran	pensymsizepixel_bsran	pensymsizemeters_bsran	brushfill_bsran	brushcolor_bsran	alpha_bsran	uri_bsran	labelsize_bsran	labelcolor_bsran	objgeocenter_bsran
-1064471185_429	1064471185429			POINT	1073.06949206489 233.581553128555	1.52596520259979 0.666567845986423	-16777216	10	10	10	10					
-1064471185_430	1064471185430			POINT	1072.86182878999 247.656123493151	1.52562338858846 0.646447280150433	-16777216	10	10	10	10					
-1064471185_431	1064471185431			POINT	1072.6541754178 261.730692900349	1.52528157457711 0.626326714314444	-16777216	10	10	10	10					
-1064471185_432	1064471185432			POINT	957.221409011403 211.703605557413	1.36151630963608 0.698228506845725	-16777216	10	10	10	10					
-1064471185_433	1064471185433			POINT	955.826155069121 198.515843493737	1.35957798255351 0.71708644772074	-16777216	10	10	10	10					
-1064471185_434	1064471185434			POINT	954.430932812132 185.328077564714	1.35763965547096 0.735944388595753	-16777216	10	10	10	10					
-1064471185_435	1064471185435			POINT	936.203544726796 185.05418490908	1.33175466209662 0.736395549132189	-16777216	10	10	10	10					
-1064471185_436	1064471185436			POINT	917.97616045292 184.780160479856	1.30586966872228 0.736846709668622	-16777216	10	10	10	10					
-1064471185_437	1064471185437			POINT	899.748779993477 184.506004211826	1.27998467534796 0.737297870205057	-16777216	10	10	10	10					
-1064471185_438	1064471185438			POINT	881.521403351419 184.231716039751	1.25409968197362 0.737749030741493	-16777216	10	10	10	10					
-1064471185_439	1064471185439			POINT	881.387768581696 172.32176954189	1.25394836068169 0.754775970117172	-16777216	10	10	10	10					
-1064471185_440	1064471185440			POINT	881.254154612022 160.411821878263	1.25379703938978 0.771802909492853	-16777216	10	10	10	10					
-1064471185_441	1064471185441			POINT	881.120561461021 148.501873027652	1.25364571809786 0.788829848868532	-16777216	10	10	10	10					
-1064471185_442	1064471185442			POINT	897.111047549724 148.441648001531	1.27635533706516 0.788864224306752	-16777216	10	10	10	10					
-1064471185_443	1064471185443			POINT	913.101533118801 148.381320195329	1.29906495603246 0.788898599744971	-16777216	10	10	10	10					
-1064471185_444	1064471185444			POINT	929.092018167625 148.320889605559	1.32177457499977 0.788932975183191	-16777216	10	10	10	10					
-1064471185_445	1064471185445			POINT	945.082502695553 148.26035622872	1.34448419396707 0.78896735062141	-16777216	10	10	10	10					
-1064471185_446	1064471185446			POINT	961.07298670196 148.199720061294	1.36719381293437 0.789001726059629	-16777216	10	10	10	10					
-1064471185_447	1064471185447			POINT	977.06347018622 148.138981099748	1.38990343190168 0.789036101497848	-16777216	10	10	10	10					
-1064471185_448	1064471185448			POINT	993.053953147689 148.078139340532	1.41261305086898 0.789070476936067	-16777216	10	10	10	10					
-1064471185_449	1064471185449			POINT	1009.04443558574 148.017194780083	1.43532266983627 0.789104852374284	-16777216	10	10	10	10					
-1064471185_450	1064471185450			POINT	1025.03491749975 147.956147414819	1.45803228880358 0.789139227812502	-16777216	10	10	10	10					
-1064471185_451	1064471185451			POINT	1041.02539888908 147.894997241144	1.48074190777089 0.78917360325072	-16777216	10	10	10	10					
-1064471185_452	1064471185452			POINT	1057.01587975309 147.833744255447	1.50345152673818 0.789207978688936	-16777216	10	10	10	10					
-1064471185_453	1064471185453			POINT	1073.00636009116 147.7723884541	1.52616114570549 0.789242354127153	-16777216	10	10	10	10					
-1064471185_454	1064471185454			POINT	1088.99683990266 147.710929833461	1.5488707646728 0.789276729565368	-16777216	10	10	10	10					
-1064471185_455	1064471185455			POINT	1061.50054449929 138.849701643048	1.50985038415958 0.802036771398416	-16777216	10	10	10	10					
-1064471185_456	1064471185456			POINT	1043.16978554663 132.942037453142	1.48383679715077 0.81054346595378	-16777216	10	10	10	10					
-1064471185_457	1064471185457			POINT	1024.83911124732 127.034228834806	1.45782321014196 0.819050160509142	-16777216	10	10	10	10					
-1064471185_458	1064471185458			POINT	1006.50852240172 121.126274549696	1.43180962313315 0.827556855064504	-16777216	10	10	10	10					
-1064471185_459	1064471185459			POINT	988.178019810211 115.218173359461	1.40579603612434 0.836063549619862	-16777216	10	10	10	10					
-1064471185_460	1064471185460			POINT	969.847604273224 109.309924025738	1.37978244911554 0.844570244175222	-16777216	10	10	10	10					
-1064471185_461	1064471185461			POINT	951.517276591213 103.401525310157	1.35376886210672 0.853076938730581	-16777216	10	10	10	10					
-1064471185_462	1064471185462			POINT	933.187037564698 97.4929759743379	1.32775527509792 0.861583633285939	-16777216	10	10	10	10					
-1064471185_463	1064471185463			POINT	914.856887994215 91.5842747798902	1.30174168808911 0.870090327841298	-16777216	10	10	10	10					
-1064471185_464	1064471185464			POINT	896.526828680341 85.6754204884133	1.27572810108029 0.878597022396653	-16777216	10	10	10	10					
-1064471185_465	1064471185465			POINT	872.632236836585 80.1060739418391	1.24181042891016 0.886636052195449	-16777216	10	10	10	10					
-1064471185_466	1064471185466			POINT	857.902672528905 77.4911163680875	1.22089955024442 0.890421734716566	-16777216	10	10	10	10					
-1064471185_467	1064471185467			POINT	843.173140324338 74.8760624675159	1.19998867157869 0.894207417237682	-16777216	10	10	10	10					
-1064471185_468	1064471185468			POINT	828.44364035041 72.2609118845984	1.17907779291295 0.897993099758798	-16777216	10	10	10	10					
-1064471185_469	1064471185469			POINT	813.714172734683 69.6456642637982	1.15816691424722 0.901778782279915	-16777216	10	10	10	10					
-1064471185_470	1064471185470			POINT	798.984737604703 67.0303192495686	1.13725603558148 0.90556446480103	-16777216	10	10	10	10					
-1064471185_471	1064471185471			POINT	784.255335088051 64.4148764863492	1.11634515691575 0.909350147322147	-16777216	10	10	10	10					
-1064471185_472	1064471185472			POINT	769.52596531229 61.7993356185702	1.09543427825001 0.913135829843264	-16777216	10	10	10	10					
-1064471185_473	1064471185473			POINT	768.985490841923 76.790214837753	1.09461955726173 0.891706724095815	-16777216	10	10	10	10					
-1064471185_474	1064471185474			POINT	768.445051354861 91.7810936935029	1.09380483627345 0.870277618348367	-16777216	10	10	10	10					
-1064471185_475	1064471185475			POINT	767.904647010652 106.771972230568	1.09299011528518 0.848848512600918	-16777216	10	10	10	10					
-1064471185_476	1064471185476			POINT	767.364277968826 121.76285049369	1.09217539429691 0.827419406853471	-16777216	10	10	10	10					
-1064471185_477	1064471185477			POINT	766.823944388922 136.753728527619	1.09136067330862 0.805990301106022	-16777216	10	10	10	10					
-1064471185_478	1064471185478			POINT	777.009629472465 136.329364773459	1.10582762482516 0.80656472422303	-16777216	10	10	10	10					
-1064471185_479	1064471185479			POINT	787.195311409029 135.904959777439	1.1202945763417 0.807139147340036	-16777216	10	10	10	10					
-1064471185_480	1064471185480			POINT	797.380990196357 135.480513513908	1.13476152785823 0.807713570457045	-16777216	10	10	10	10					
-1064471185_481	1064471185481			POINT	807.566665832211 135.056025957215	1.14922847937477 0.808287993574056	-16777216	10	10	10	10					
-1064471185_482	1064471185482			POINT	817.752338314346 134.631497081708	1.1636954308913 0.808862416691065	-16777216	10	10	10	10					
-1064471185_483	1064471185483			POINT	827.938007640518 134.20692686173	1.17816238240783 0.809436839808073	-16777216	10	10	10	10					
-1064471185_484	1064471185484			POINT	838.12367380848 133.782315271622	1.19262933392437 0.810011262925081	-16777216	10	10	10	10					
-1064471185_485	1064471185485			POINT	848.309336815995 133.357662285722	1.20709628544091 0.810585686042089	-16777216	10	10	10	10					
-1064471185_486	1064471185486			POINT	858.4949966608 132.932967878366	1.22156323695744 0.811160109159099	-16777216	10	10	10	10					
-1064471185_487	1064471185487			POINT	868.680653340657 132.508232023889	1.23603018847398 0.811734532276108	-16777216	10	10	10	10					
-1064471185_488	1064471185488			POINT	878.866306853319 132.083454696623	1.25049713999051 0.812308955393116	-16777216	10	10	10	10					
-1064471185_489	1064471185489			POINT	877.46396802528 217.789730944636	1.24822899699226 0.689787480745213	-16777216	10	10	10	10					
-1064471185_490	1064471185490			POINT	876.311988049132 201.50779638242	1.24664565548317 0.713067921864194	-16777216	10	10	10	10					
-1064471185_491	1064471185491			POINT	871.445163921325 185.287715277513	1.23978635296242 0.736271926335129	-16777216	10	10	10	10					
-1064471185_492	1064471185492			POINT	852.8706887269 185.596925509819	1.21340654790419 0.735889743094919	-16777216	10	10	10	10					
-1064471185_493	1064471185493			POINT	853.446865159258 199.557249625358	1.21417988623909 0.715930192192763	-16777216	10	10	10	10					
-1064471185_494	1064471185494			POINT	854.023076491727 213.517571172215	1.21495322457399 0.695970641290605	-16777216	10	10	10	10					
-1064471185_495	1064471185495			POINT	817.841913797189 186.322995238789	1.16365760564824 0.734964121963414	-16777216	10	10	10	10					
-1064471185_496	1064471185496			POINT	815.369027235398 221.752437536408	1.16003226488848 0.684322202284956	-16777216	10	10	10	10					
-1064471185_497	1064471185497			POINT	817.13535987346 196.445692590889	1.1626217940026 0.720495002055283	-16777216	10	10	10	10					
-1064471185_498	1064471185498			POINT	840.738706882257 185.864272146754	1.19617628102972 0.735546540054475	-16777216	10	10	10	10					
-1064471185_499	1064471185499			POINT	815.844823408291 206.953052707555	1.16075538843889 0.705477838323705	-16777216	10	10	10	10					
-1064471185_500	1064471185500			POINT	807.72970537099 185.153759928267	1.14930034428856 0.736667966268623	-16777216	10	10	10	10					
-1064471185_501	1064471185501			POINT	750.341983944545 187.751627138076	1.06779210269476 0.733136346532815	-16777216	10	10	10	10					
-1064471185_502	1064471185502			POINT	734.881042623655 186.90820473413	1.04583770036723 0.734390882753756	-16777216	10	10	10	10					
-1064471185_503	1064471185503			POINT	794.486394163231 185.75338077982	1.13049075007461 0.735852977098822	-16777216	10	10	10	10					
-1064471185_504	1064471185504			POINT	719.420110900652 186.064685348028	1.02388329803971 0.735645418974696	-16777216	10	10	10	10					
-1064471185_505	1064471185505			POINT	781.243077478128 186.352933763156	1.11168115586064 0.73503798792902	-16777216	10	10	10	10					
-1064471185_506	1064471185506			POINT	767.999755321462 186.952418939829	1.09287156164669 0.734222998759217	-16777216	10	10	10	10					
-1064471185_507	1064471185507			POINT	703.959188790527 185.221068849695	1.00192889571218 0.736899955195636	-16777216	10	10	10	10					
-1064471185_508	1064471185508			POINT	688.498276308295 184.377355109045	0.979974493384647 0.738154491416576	-16777216	10	10	10	10					
-1064471185_509	1064471185509			POINT	673.037373468969 183.533543995973	0.958020091057122 0.739409027637517	-16777216	10	10	10	10					
-1064471185_510	1064471185510			POINT	657.576480287559 182.689635380365	0.936065688729593 0.740663563858457	-16777216	10	10	10	10					
-1064471185_511	1064471185511			POINT	642.115596779084 181.84562913209	0.914111286402066 0.741918100079395	-16777216	10	10	10	10					
-1064471185_512	1064471185512			POINT	626.654722958563 181.001525121	0.892156884074538 0.743172636300337	-16777216	10	10	10	10					
-1064471185_513	1064471185513			POINT	611.193858841021 180.157323216939	0.870202481747012 0.744427172521276	-16777216	10	10	10	10					
-1064471185_514	1064471185514			POINT	595.728335290544 179.921347621088	0.848239572452995 0.744812084684852	-16777216	10	10	10	10					
-1064471185_515	1064471185515			POINT	580.262814540662 179.68527627326	0.826276663158979 0.745196996848427	-16777216	10	10	10	10					
-1064471185_516	1064471185516			POINT	394.986726074881 177.559675145902	0.562721751630219 0.749815942811121	-16777216	10	10	10	10					
-1064471185_517	1064471185517			POINT	375.245575610067 176.829970778698	0.53468926308239 0.750927931784283	-16777216	10	10	10	10					
-1064471185_518	1064471185518			POINT	564.797296593222 179.449109133101	0.804313753864964 0.745581909012003	-16777216	10	10	10	10					
-1064471185_519	1064471185519			POINT	266.669363862623 172.815879762753	0.380510576069322 0.757043871136665	-16777216	10	10	10	10					
-1064471185_520	1064471185520			POINT	549.33178145007 179.212846160242	0.782350844570948 0.745966821175579	-16777216	10	10	10	10					
-1064471185_521	1064471185521			POINT	355.504431602318 176.100226580642	0.50665677453456 0.752039920757442	-16777216	10	10	10	10					
-1064471185_522	1064471185522			POINT	222.098580757724 174.825685040707	0.317207090556601 0.754325018243595	-16777216	10	10	10	10					
-1064471185_523	1064471185523			POINT	335.76329406614 175.370442364523	0.47862428598673 0.753151909730603	-16777216	10	10	10	10					
-1064471185_524	1064471185524			POINT	533.866269113052 178.9764873143	0.760387935276929 0.746351733339156	-16777216	10	10	10	10					
-1064471185_525	1064471185525			POINT	251.812440370267 173.485839875148	0.359409414231748 0.756137586838975	-16777216	10	10	10	10					
-1064471185_526	1064471185526			POINT	216.834983072998 192.760230238818	0.309669859707335 0.728703761399766	-16777216	10	10	10	10					
-1064471185_527	1064471185527			POINT	316.022163016042 174.640617943121	0.450591797438901 0.754263898703763	-16777216	10	10	10	10					
-1064471185_528	1064471185528			POINT	518.400759584021 178.74003255488	0.738425025982913 0.746736645502731	-16777216	10	10	10	10					
-1064471185_529	1064471185529			POINT	296.281038466533 173.910753129203	0.42255930889107 0.755375887676924	-16777216	10	10	10	10					
-1064471185_530	1064471185530			POINT	236.955512666068 174.155774938928	0.338308252394175 0.755231302541285	-16777216	10	10	10	10					
-1064471185_531	1064471185531			POINT	503.248526881479 179.179723175558	0.716462116688343 0.747121557666055	-16777216	10	10	10	10					
-1064471185_532	1064471185532			POINT	487.782550177371 178.948362788081	0.694499207394327 0.747506469829637	-16777216	10	10	10	10					
-1064471185_533	1064471185533			POINT	472.316575191055 178.716977451611	0.672536298100308 0.747891381993216	-16777216	10	10	10	10					
-1064471185_534	1064471185534			POINT	456.850601923919 178.485567126481	0.650573388806291 0.748276294156797	-16777216	10	10	10	10					
-1064471185_535	1064471185535			POINT	441.384630377348 178.254131773022	0.628610479512273 0.748661206320378	-16777216	10	10	10	10					
-1064471185_536	1064471185536			POINT	425.918660552727 178.022671351559	0.606647570218256 0.74904611848396	-16777216	10	10	10	10					
-1064471185_537	1064471185537			POINT	410.452692451442 177.791185822415	0.584684660924237 0.74943103064754	-16777216	10	10	10	10					
-1064471185_538	1064471185538			POINT	199.079676783773 201.448106345571	0.284424964338524 0.71634482628491	-16777216	10	10	10	10					
-1064471185_539	1064471185539			POINT	183.956197212238 201.168691663958	0.262948684394346 0.71679651959197	-16777216	10	10	10	10					
-1064471185_540	1064471185540			POINT	168.832719551745 200.889253702739	0.241472404450167 0.717248212899031	-16777216	10	10	10	10					
-1064471185_541	1064471185541			POINT	153.70924380414 200.609792417281	0.219996124505988 0.71769990620609	-16777216	10	10	10	10					
-1064471185_542	1064471185542			POINT	138.585769971268 200.330307762944	0.198519844561808 0.71815159951315	-16777216	10	10	10	10					
-1064471185_543	1064471185543			POINT	123.462298054976 200.050799695085	0.177043564617629 0.718603292820208	-16777216	10	10	10	10					
-1064471185_544	1064471185544			POINT	117.325281165246 190.326892945238	0.168361656367775 0.732525904588078	-16777216	10	10	10	10					
-1064471185_545	1064471185545			POINT	111.188284791239 180.602984500781	0.159679748117921 0.746448516355948	-16777216	10	10	10	10					
-1064471185_546	1064471185546			POINT	105.051309649584 170.87907412335	0.150997839868066 0.760371128123817	-16777216	10	10	10	10					
-1064471185_547	1064471185547			POINT	98.9143564569148 161.155161574583	0.142315931618212 0.774293739891685	-16777216	10	10	10	10					
-1064471185_548	1064471185548			POINT	92.7774259298657 151.431246616118	0.133634023368357 0.788216351659554	-16777216	10	10	10	10					
-1064471185_549	1064471185549			POINT	106.985274925463 146.971392202463	0.153826512396333 0.794543337696322	-16777216	10	10	10	10					
-1064471185_550	1064471185550			POINT	121.193094143573 142.511511750422	0.174019001424309 0.80087032373309	-16777216	10	10	10	10					
-1064471185_551	1064471185551			POINT	135.400883238244 138.051604706414	0.194211490452285 0.807197309769857	-16777216	10	10	10	10					
-1064471185_552	1064471185552			POINT	149.608641863519 133.591670516859	0.21440397948026 0.813524295806623	-16777216	10	10	10	10					
-1064471185_553	1064471185553			POINT	163.816369673434 129.13170862817	0.234596468508236 0.81985128184339	-16777216	10	10	10	10					
-1064471185_554	1064471185554			POINT	220.646965839939 111.291573010295	0.315366424620136 0.845159225990456	-16777216	10	10	10	10					
-1064471185_555	1064471185555			POINT	178.024066322016 124.67171848676	0.254788957536211 0.826178267880157	-16777216	10	10	10	10					
-1064471185_556	1064471185556			POINT	192.231731463287 120.21169953904	0.274981446564186 0.832505253916924	-16777216	10	10	10	10					
-1064471185_557	1064471185557			POINT	206.439364751259 115.751651231418	0.29517393559216 0.838832239953689	-16777216	10	10	10	10					
-1064471185_558	1064471185558			POINT	224.723239672171 124.275879448656	0.321110174059849 0.826582578325458	-16777216	10	10	10	10					
-1064471185_559	1064471185559			POINT	228.799522823552 137.260187593917	0.326853923499563 0.808005930660461	-16777216	10	10	10	10					
-1064471185_560	1064471185560			POINT	232.875814449779 150.244497607011	0.332597672939279 0.789429282995464	-16777216	10	10	10	10					
-1064471185_561	1064471185561			POINT	236.952113706549 163.22880964887	0.338341422378993 0.770852635330466	-16777216	10	10	10	10					
-1064471185_562	1064471185562			POINT	275.058329199101 166.019822525055	0.392447747290098 0.766730483068988	-16777216	10	10	10	10					
-1064471185_563	1064471185563			POINT	287.56880978933 162.154769328992	0.410227842628917 0.772212579416767	-16777216	10	10	10	10					
-1064471185_564	1064471185564			POINT	300.079267186104 158.28969291638	0.428007937967734 0.777694675764545	-16777216	10	10	10	10					
-1064471185_565	1064471185565			POINT	312.589701160675 154.4245929153	0.445788033306551 0.783176772112325	-16777216	10	10	10	10					
-1064471185_566	1064471185566			POINT	325.100111484291 150.559468953835	0.463568128645368 0.788658868460105	-16777216	10	10	10	10					
-1064471185_567	1064471185567			POINT	337.610497928195 146.694320660064	0.481348223984185 0.794140964807882	-16777216	10	10	10	10					
-1064471185_568	1064471185568			POINT	350.120860263624 142.829147662061	0.499128319323002 0.799623061155662	-16777216	10	10	10	10					
-1064471185_569	1064471185569			POINT	362.631198261812 138.963949587901	0.516908414661819 0.805105157503441	-16777216	10	10	10	10					
-1064471185_570	1064471185570			POINT	365.500454723605 126.981567331821	0.521025415509874 0.82222517007977	-16777216	10	10	10	10					
-1064471185_571	1064471185571			POINT	362.114552120561 116.9317966779	0.516252368688522 0.836604134482211	-16777216	10	10	10	10					
-1064471185_572	1064471185572			POINT	358.728650674154 106.882028985259	0.511479321867169 0.85098309888465	-16777216	10	10	10	10					
-1064471185_573	1064471185573			POINT	355.34275080472 96.8322641698816	0.506706275045815 0.865362063287091	-16777216	10	10	10	10					
-1064471185_574	1064471185574			POINT	351.956852932597 86.782502147754	0.501933228224462 0.879741027689531	-16777216	10	10	10	10					
-1064471185_575	1064471185575			POINT	348.570957478123 76.7327428348619	0.497160181403109 0.894119992091971	-16777216	10	10	10	10					
-1064471185_576	1064471185576			POINT	332.026621671451 83.2295345830548	0.473641566932155 0.884889875402311	-16777216	10	10	10	10					
-1064471185_577	1064471185577			POINT	314.841452851585 86.5626207823065	0.449224077165086 0.880184767621478	-16777216	10	10	10	10					
-1064471185_578	1064471185578			POINT	375.678290213289 139.522630010405	0.535435208252427 0.804260972281085	-16777216	10	10	10	10					
-1064471185_579	1064471185579			POINT	386.089561343585 138.458949226778	0.550224477691235 0.805745283681828	-16777216	10	10	10	10					
-1064471185_580	1064471185580			POINT	396.500827240589 137.39525411942	0.565013747130042 0.807229595082569	-16777216	10	10	10	10					
-1064471185_581	1064471185581			POINT	406.912087890195 136.331544618669	0.579803016568848 0.80871390648331	-16777216	10	10	10	10					
-1064471185_582	1064471185582			POINT	417.323343278298 135.267820654866	0.594592286007655 0.810198217884052	-16777216	10	10	10	10					
-1064471185_583	1064471185583			POINT	427.734593390791 134.20408215835	0.609381555446463 0.811682529284794	-16777216	10	10	10	10					
-1064471185_584	1064471185584			POINT	438.145838213563 133.140329059457	0.624170824885269 0.813166840685536	-16777216	10	10	10	10					
-1064471185_585	1064471185585			POINT	436.389792409193 118.789390963313	0.621727935969735 0.833688966395179	-16777216	10	10	10	10					
-1064471185_586	1064471185586			POINT	434.633721287036 104.438455528937	0.619285047054199 0.854211092104823	-16777216	10	10	10	10					
-1064471185_587	1064471185587			POINT	432.877625285267 90.0875226920447	0.616842158138664 0.874733217814466	-16777216	10	10	10	10					
-1064471185_588	1064471185588			POINT	431.121504842058 75.7365923883469	0.614399269223128 0.895255343524111	-16777216	10	10	10	10					
-1064471185_589	1064471185589			POINT	429.36536039558 61.3856645535576	0.611956380307592 0.915777469233753	-16777216	10	10	10	10					
-1064471185_590	1064471185590			POINT	418.033876600871 62.3624577431818	0.595860242843551 0.9144207787808	-16777216	10	10	10	10					
-1064471185_591	1064471185591			POINT	406.702386929512 63.3392321388417	0.579764105379509 0.913064088327846	-16777216	10	10	10	10					
-1064471185_592	1064471185592			POINT	395.370891394392 64.3159878159744	0.563667967915468 0.911707397874893	-16777216	10	10	10	10					
-1064471185_593	1064471185593			POINT	384.039390008399 65.2927248500157	0.547571830451426 0.910350707421939	-16777216	10	10	10	10					
-1064471185_594	1064471185594			POINT	372.707882784419 66.2694433163987	0.531475692987383 0.908994016968986	-16777216	10	10	10	10					
-1064471185_595	1064471185595			POINT	450.43031608971 129.965731688075	0.641627870499984 0.817662213929157	-16777216	10	10	10	10					
-1064471185_596	1064471185596			POINT	464.936797953318 128.231484537449	0.662235394120104 0.820090657343061	-16777216	10	10	10	10					
-1064471185_597	1064471185597			POINT	481.354599893566 126.636505452538	0.685970261693433 0.821332517271108	-16777216	10	10	10	10					
-1064471185_598	1064471185598			POINT	498.065070717567 125.732727506079	0.709705129266207 0.822574377198943	-16777216	10	10	10	10					
-1064471185_599	1064471185599			POINT	514.775530459311 124.82884020821	0.733439996838982 0.823816237126778	-16777216	10	10	10	10					
-1064471185_600	1064471185600			POINT	531.48597910224 123.92484340982	0.757174864411757 0.825058097054614	-16777216	10	10	10	10					
-1064471185_601	1064471185601			POINT	548.196416629792 123.020736961781	0.780909731984529 0.826299956982449	-16777216	10	10	10	10					
-1064471185_602	1064471185602			POINT	564.906843025406 122.116520714948	0.804644599557304 0.827541816910285	-16777216	10	10	10	10					
-1064471185_603	1064471185603			POINT	581.617258272512 121.212194520158	0.828379467130079 0.828783676838119	-16777216	10	10	10	10					
-1064471185_604	1064471185604			POINT	589.899664652043 129.389456915248	0.84011710115878 0.817068470182849	-16777216	10	10	10	10					
-1064471185_605	1064471185605			POINT	589.754126891869 146.648389351348	0.839857501643406 0.79239619694447	-16777216	10	10	10	10					
-1064471185_606	1064471185606			POINT	589.608664329495 163.907320370237	0.839597902128031 0.767723923706091	-16777216	10	10	10	10					
-1064471185_607	1064471185607			POINT	360.950883958098 184.494240692867	0.514361970126557 0.74002086788356	-16777216	10	10	10	10					
-1064471185_608	1064471185608			POINT	359.88058652668 202.628446327826	0.512778349220678 0.714099908097015	-16777216	10	10	10	10					
-1064471185_609	1064471185609			POINT	358.810231809939 220.762646911336	0.511194728314799 0.688178948310471	-16777216	10	10	10	10					
-1064471185_610	1064471185610			POINT	357.739820261798 238.896842530643	0.509611107408918 0.662257988523926	-16777216	10	10	10	10					
-1064471185_611	1064471185611			POINT	356.669352336172 257.031033272993	0.508027486503038 0.636337028737382	-16777216	10	10	10	10					
-1064471185_612	1064471185612			POINT	355.598828486961 275.165219225639	0.506443865597159 0.610416068950838	-16777216	10	10	10	10					
-1064471185_613	1064471185613			POINT	303.695562383542 262.411103622755	0.432780124247015 0.628829408757785	-16777216	10	10	10	10					
-1064471185_614	1064471185614			POINT	303.804161076163 251.433857368078	0.432972572743834 0.644522185621121	-16777216	10	10	10	10					
-1064471185_615	1064471185615			POINT	303.912744066697 240.4566102837	0.433165021240654 0.660214962484455	-16777216	10	10	10	10					
-1064471185_616	1064471185616			POINT	304.021311334866 229.479362353022	0.433357469737476 0.67590773934779	-16777216	10	10	10	10					
-1064471185_617	1064471185617			POINT	304.129862860388 218.502113559452	0.433549918234296 0.691600516211124	-16777216	10	10	10	10					
-1064471185_618	1064471185618			POINT	304.238398622984 207.524863886393	0.433742366731115 0.70729329307446	-16777216	10	10	10	10					
-1064471185_619	1064471185619			POINT	303.393537624068 293.450551937422	0.432243246585065 0.58445622185475	-16777216	10	10	10	10					
-1064471185_620	1064471185620			POINT	308.98264204323 311.578384309914	0.440117340534853 0.558521186450061	-16777216	10	10	10	10					
-1064471185_621	1064471185621			POINT	314.571736834753 329.706225475594	0.44799143448464 0.532586151045372	-16777216	10	10	10	10					
-1064471185_622	1064471185622			POINT	322.9553560353 356.898004641112	0.45980257540932 0.493683597938339	-16777216	10	10	10	10					
-1064471185_623	1064471185623			POINT	328.5444168879 375.025869649297	0.467676669359106 0.46774856253365	-16777216	10	10	10	10					
-1064471185_624	1064471185624			POINT	336.927974605251 402.217686570912	0.479487810283785 0.428846009426619	-16777216	10	10	10	10					
-1064471185_625	1064471185625			POINT	342.516987419173 420.345578078046	0.48736190423357 0.402910974021932	-16777216	10	10	10	10					
-1064471185_626	1064471185626			POINT	371.647002417063 465.541226534983	0.528572387993176 0.338198534430018	-16777216	10	10	10	10					
-1064471185_627	1064471185627			POINT	386.80459136715 465.417084258951	0.55009763687832 0.338323683349816	-16777216	10	10	10	10					
-1064471185_628	1064471185628			POINT	401.9621800292 465.292930562275	0.571622885763465 0.338448832269615	-16777216	10	10	10	10					
-1064471185_629	1064471185629			POINT	477.750119012069 464.67199033176	0.679249130189188 0.339074576868609	-16777216	10	10	10	10					
-1064471185_630	1064471185630			POINT	492.907705941803 464.547767848703	0.700774379074333 0.339199725788409	-16777216	10	10	10	10					
-1064471185_631	1064471185631			POINT	508.065292582134 464.423533857476	0.722299627959476 0.339324874708208	-16777216	10	10	10	10					
-1064471185_632	1064471185632			POINT	583.853221435937 463.802190840737	0.8299258723852 0.339950619307207	-16777216	10	10	10	10					
-1064471185_633	1064471185633			POINT	599.01080633576 463.677887537628	0.851451121270346 0.340075768227006	-16777216	10	10	10	10					
-1064471185_634	1064471185634			POINT	614.168390944812 463.553572638707	0.872976370155489 0.340200917146806	-16777216	10	10	10	10					
-1064471185_635	1064471185635			POINT	704.720018376651 462.18699298254	1.00212786346691 0.340951810665891	-16777216	10	10	10	10					
-1064471185_636	1064471185636			POINT	719.877868355547 462.065738344849	1.02365311235206 0.341076959585686	-16777216	10	10	10	10					
-1064471185_637	1064471185637			POINT	810.824951044922 461.336587049906	1.15280460566293 0.341827853104464	-16777216	10	10	10	10					
-1064471185_638	1064471185638			POINT	825.982795291469 461.214791142667	1.17432985454808 0.34195300202426	-16777216	10	10	10	10					
-1064471185_639	1064471185639			POINT	841.140638717237 461.0929178626	1.19585510343322 0.342078150944055	-16777216	10	10	10	10					
-1064471185_640	1064471185640			POINT	1079.89931200071 653.220931228419	1.53425775468349 0.0666203572242863	-16777216	10	10	10	10					
-1064471185_641	1064471185641			POINT	1064.58085918433 651.951971494546	1.51250995695592 0.0684859811790205	-16777216	10	10	10	10					
-1064471185_642	1064471185642			POINT	1049.26241286345 650.682940486326	1.49076215922833 0.0703516051337544	-16777216	10	10	10	10					
-1064471185_643	1064471185643			POINT	1010.96632568928 647.510049897428	1.43639266490938 0.0750156650205919	-16777216	10	10	10	10					
-1064471185_644	1064471185644			POINT	1010.94155119456 637.415372447233	1.43639132380488 0.08944726629594	-16777216	10	10	10	10					
-1064471185_645	1064471185645			POINT	1033.94397307011 649.41383801434	1.46901436150075 0.0722172290884886	-16777216	10	10	10	10					
-1064471185_646	1064471185646			POINT	1010.91678559123 627.320694895699	1.43638998270036 0.10387886757129	-16777216	10	10	10	10					
-1064471185_647	1064471185647			POINT	1010.89202887937 617.22601722997	1.43638864159586 0.118310468846641	-16777216	10	10	10	10					
-1064471185_648	1064471185648			POINT	1010.86728105903 607.131339437189	1.43638730049135 0.13274207012199	-16777216	10	10	10	10					
-1064471185_649	1064471185649			POINT	1030.31433655147 607.329983678645	1.46400150443827 0.132393192291404	-16777216	10	10	10	10					
-1064471185_650	1064471185650			POINT	1049.76139350463 607.528511269017	1.49161570838521 0.13204431446082	-16777216	10	10	10	10					
