id_bsran_Group	id_bsran	title_bsran	layer_bsran	objtype_bsran	objpixel_bsran	objgeo_bsran	pensymcolor_bsran	pensymsizepixel_bsran	pensymsizemeters_bsran	brushfill_bsran	brushcolor_bsran	alpha_bsran	uri_bsran	labelsize_bsran	labelcolor_bsran	objgeocenter_bsran
-1064471185_207	1064471185207			POINT	627.1258489254 557.527440643018	0.891050492914465 0.205814254204511	-16777216	10	10	10	10					
-1064471185_208	1064471185208			POINT	627.51879149021 538.455337295666	0.891674467577029 0.233077702614421	-16777216	10	10	10	10					
-1064471185_209	1064471185209			POINT	627.911638770539 519.383231261798	0.892298442239596 0.260341151024332	-16777216	10	10	10	10					
-1064471185_210	1064471185210			POINT	628.304390568339 500.311122453184	0.892922416902161 0.287604599434243	-16777216	10	10	10	10					
-1064471185_211	1064471185211			POINT	628.697046685548 481.239010781596	0.893546391564729 0.314868047844156	-16777216	10	10	10	10					
-1064471185_212	1064471185212			POINT	629.08960692408 462.166896158811	0.894170366227296 0.342131496254068	-16777216	10	10	10	10					
-1064471185_213	1064471185213			POINT	639.393617209629 462.545609889943	0.908801450647753 0.341554343836145	-16777216	10	10	10	10					
-1064471185_214	1064471185214			POINT	649.697628261365 462.924319487309	0.92343253506821 0.340977191418223	-16777216	10	10	10	10					
-1064471185_215	1064471185215			POINT	660.001640077273 463.303024977393	0.938063619488667 0.340400039000301	-16777216	10	10	10	10					
-1064471185_216	1064471185216			POINT	670.305652655337 463.681726386677	0.952694703909126 0.339822886582378	-16777216	10	10	10	10					
-1064471185_217	1064471185217			POINT	685.367203353395 463.625194005511	0.974641330540366 0.338957157955781	-16777216	10	10	10	10					
-1064471185_218	1064471185218			POINT	685.392968567186 475.463347023469	0.974639797849497 0.322033481166342	-16777216	10	10	10	10					
-1064471185_219	1064471185219			POINT	685.817757257546 487.926512943915	0.974638265158073 0.305109804376622	-16777216	10	10	10	10					
-1064471185_220	1064471185220			POINT	685.845739925887 499.764883530371	0.974636732467202 0.288186127587187	-16777216	10	10	10	10					
-1064471185_221	1064471185221			POINT	685.873682936684 511.603253856387	0.974635199776335 0.27126245079775	-16777216	10	10	10	10					
-1064471185_222	1064471185222			POINT	685.901586290218 523.441623942621	0.974633667085465 0.254338774008315	-16777216	10	10	10	10					
-1064471185_223	1064471185223			POINT	685.929449986774 535.279993809737	0.974632134394596 0.237415097218878	-16777216	10	10	10	10					
-1064471185_224	1064471185224			POINT	685.957274026632 547.118363478394	0.974630601703728 0.220491420429444	-16777216	10	10	10	10					
-1064471185_225	1064471185225			POINT	685.985058410068 558.956732969255	0.974629069012859 0.203567743640009	-16777216	10	10	10	10					
-1064471185_226	1064471185226			POINT	686.012803137356 570.795102302982	0.974627536321991 0.186644066850573	-16777216	10	10	10	10					
-1064471185_227	1064471185227			POINT	686.040508208768 582.633471500236	0.974626003631123 0.169720390061138	-16777216	10	10	10	10					
-1064471185_228	1064471185228			POINT	694.842309451564 589.948645686203	0.987099825658173 0.159232607709293	-16777216	10	10	10	10					
-1064471185_229	1064471185229			POINT	706.654275588068 591.991409420318	1.00386643612885 0.156271643164438	-16777216	10	10	10	10					
-1064471185_230	1064471185230			POINT	711.828469158151 602.869799866051	1.01117659360128 0.140702617810947	-16777216	10	10	10	10					
-1064471185_231	1064471185231			POINT	726.674090885369 608.10811916374	1.03224015980916 0.133163041693411	-16777216	10	10	10	10					
-1064471185_232	1064471185232			POINT	739.916957565521 608.077466791988	1.05104586482004 0.133161231207215	-16777216	10	10	10	10					
-1064471185_233	1064471185233			POINT	753.159824238787 608.046811057244	1.06985156983092 0.133159420721017	-16777216	10	10	10	10					
-1064471185_234	1064471185234			POINT	765.988089029531 607.402290927632	1.08865727484236 0.133157610235009	-16777216	10	10	10	10					
-1064471185_235	1064471185235			POINT	779.231450322836 607.373656215668	1.10746297985324 0.133155799748808	-16777216	10	10	10	10					
-1064471185_236	1064471185236			POINT	747.41934007178 619.590217266905	1.06166004602354 0.116677435361125	-16777216	10	10	10	10					
-1064471185_237	1064471185237			POINT	746.720301997991 632.062932259154	1.06062452175744 0.0988495882443513	-16777216	10	10	10	10					
-1064471185_238	1064471185238			POINT	746.021215511427 644.535644425633	1.05958899749132 0.0810217411275771	-16777216	10	10	10	10					
-1064471185_239	1064471185239			POINT	735.634117934073 648.743373675189	1.04482434689955 0.0750423193513238	-16777216	10	10	10	10					
-1064471185_240	1064471185240			POINT	725.596581336567 646.714753048488	1.03057745844083 0.0779768211334575	-16777216	10	10	10	10					
-1064471185_241	1064471185241			POINT	763.267529752976 645.834180734156	1.08407523482992 0.0791061418232989	-16777216	10	10	10	10					
-1064471185_242	1064471185242			POINT	720.034310394112 590.841272203764	1.0228708013888 0.157869677425375	-16777216	10	10	10	10					
-1064471185_243	1064471185243			POINT	733.400858690384 589.070548010915	1.04185815900521 0.160354902132006	-16777216	10	10	10	10					
-1064471185_244	1064471185244			POINT	744.153933452058 462.325531254276	1.05812542140499 0.340628144786543	-16777216	10	10	10	10					
-1064471185_245	1064471185245			POINT	740.381821200786 579.835372975993	1.05180341005282 0.173532889838717	-16777216	10	10	10	10					
-1064471185_246	1064471185246			POINT	756.171960892966 462.615838800118	1.07519064098611 0.340174691795907	-16777216	10	10	10	10					
-1064471185_247	1064471185247			POINT	740.567332938608 562.519331575345	1.05270655453217 0.197403640545733	-16777216	10	10	10	10					
-1064471185_248	1064471185248			POINT	741.16497321323 545.820361754824	1.05360969901098 0.221274391252537	-16777216	10	10	10	10					
-1064471185_249	1064471185249			POINT	741.762664371804 529.121393256851	1.05451284348978 0.245145141959338	-16777216	10	10	10	10					
-1064471185_250	1064471185250			POINT	768.189990087651 462.906096877166	1.09225586056722 0.339721238805267	-16777216	10	10	10	10					
-1064471185_251	1064471185251			POINT	780.208021034543 463.196305513884	1.10932108014835 0.33926778581463	-16777216	10	10	10	10					
-1064471185_252	1064471185252			POINT	742.360406194639 512.422426019617	1.05541598796858 0.269015892666138	-16777216	10	10	10	10					
-1064471185_253	1064471185253			POINT	792.226053732049 463.486464738736	1.12638629972947 0.338814332823991	-16777216	10	10	10	10					
-1064471185_254	1064471185254			POINT	742.958198462072 495.723459981315	1.05631913244738 0.292886643372941	-16777216	10	10	10	10					
-1064471185_255	1064471185255			POINT	743.556040954431 479.024495080137	1.05722227692618 0.316757394079743	-16777216	10	10	10	10					
-1064471185_256	1064471185256			POINT	792.010476827171 473.844747124999	1.12604644149554 0.324006869840441	-16777216	10	10	10	10					
-1064471185_257	1064471185257			POINT	791.794917766652 484.203029587258	1.12570658326161 0.309199406856893	-16777216	10	10	10	10					
-1064471185_258	1064471185258			POINT	791.579376582325 494.561312139688	1.12536672502767 0.294391943873342	-16777216	10	10	10	10					
-1064471185_259	1064471185259			POINT	791.363853306022 504.919594796456	1.12502686679374 0.279584480889793	-16777216	10	10	10	10					
-1064471185_260	1064471185260			POINT	791.148347969579 515.277877571735	1.12468700855981 0.264777017906244	-16777216	10	10	10	10					
-1064471185_261	1064471185261			POINT	790.932860604839 525.636160479695	1.12434715032589 0.249969554922694	-16777216	10	10	10	10					
-1064471185_262	1064471185262			POINT	790.717391243625 535.994443534507	1.12400729209195 0.235162091939145	-16777216	10	10	10	10					
-1064471185_263	1064471185263			POINT	790.501939917782 546.352726750342	1.12366743385802 0.220354628955594	-16777216	10	10	10	10					
-1064471185_264	1064471185264			POINT	790.286506659151 556.711010141369	1.12332757562409 0.205547165972045	-16777216	10	10	10	10					
-1064471185_265	1064471185265			POINT	790.07109149957 567.069293721761	1.12298771739016 0.190739702988495	-16777216	10	10	10	10					
-1064471185_266	1064471185266			POINT	789.855694470884 577.427577505686	1.12264785915622 0.175932240004946	-16777216	10	10	10	10					
-1064471185_267	1064471185267			POINT	789.640315604934 587.785861507316	1.12230800092229 0.161124777021396	-16777216	10	10	10	10					
-1064471185_268	1064471185268			POINT	800.527582265353 587.761856564599	1.13776808604607 0.161123871779431	-16777216	10	10	10	10					
-1064471185_269	1064471185269			POINT	800.985714039477 599.850306303666	1.13837886601694 0.143840774551364	-16777216	10	10	10	10					
-1064471185_270	1064471185270			POINT	800.234171418007 611.941426754468	1.13727185875185 0.126557777905739	-16777216	10	10	10	10					
-1064471185_271	1064471185271			POINT	799.482650832506 624.032548447333	1.13616485148676 0.109274781260113	-16777216	10	10	10	10					
-1064471185_272	1064471185272			POINT	798.731152424038 636.123671408555	1.13505784422167 0.0919917846144893	-16777216	10	10	10	10					
-1064471185_273	1064471185273			POINT	807.905154384684 641.51535378568	1.14806707948454 0.0842540779182883	-16777216	10	10	10	10					
-1064471185_274	1064471185274			POINT	827.004633905801 640.207515436281	1.17519255727537 0.0860616611715148	-16777216	10	10	10	10					
-1064471185_275	1064471185275			POINT	846.104105277655 638.899571283303	1.20231803506619 0.087869244424742	-16777216	10	10	10	10					
-1064471185_276	1064471185276			POINT	865.203568461472 637.591521041988	1.22944351285701 0.0896768276779683	-16777216	10	10	10	10					
-1064471185_277	1064471185277			POINT	884.303023418464 636.283364427559	1.25656899064784 0.0914844109311944	-16777216	10	10	10	10					
-1064471185_278	1064471185278			POINT	883.308593787991 619.946911382063	1.25521112233405 0.114842369732338	-16777216	10	10	10	10					
-1064471185_279	1064471185279			POINT	882.314207017027 603.610455506568	1.25385325402026 0.13820032853348	-16777216	10	10	10	10					
-1064471185_280	1064471185280			POINT	881.319863420939 587.273996736661	1.25249538570647 0.161558287334623	-16777216	10	10	10	10					
-1064471185_281	1064471185281			POINT	848.828072127865 585.775522925738	1.20636172592646 0.163806639978226	-16777216	10	10	10	10					
-1064471185_282	1064471185282			POINT	848.244845052017 566.948516480351	1.20559564576706 0.190723679210311	-16777216	10	10	10	10					
-1064471185_283	1064471185283			POINT	869.7156500514 586.738866165975	1.23601907864219 0.162361270421624	-16777216	10	10	10	10					
-1064471185_284	1064471185284			POINT	847.661676689499 548.121507650999	1.20482956560765 0.217640718442399	-16777216	10	10	10	10					
-1064471185_285	1064471185285			POINT	847.078567276357 529.294496350426	1.20406348544826 0.244557757674485	-16777216	10	10	10	10					
-1064471185_286	1064471185286			POINT	846.495517048627 510.467482491376	1.20329740528885 0.271474796906571	-16777216	10	10	10	10					
-1064471185_287	1064471185287			POINT	845.912526242375 491.640465986593	1.20253132512944 0.298391836138658	-16777216	10	10	10	10					
-1064471185_288	1064471185288			POINT	845.329595093669 472.813446748826	1.20176524497004 0.325308875370744	-16777216	10	10	10	10					
-1064471185_289	1064471185289			POINT	851.157877511907 463.562376883156	1.21007196605215 0.338515308969236	-16777216	10	10	10	10					
-1064471185_290	1064471185290			POINT	863.397330097596 463.887220118936	1.22745148837574 0.338011136934131	-16777216	10	10	10	10					
-1064471185_291	1064471185291			POINT	900.115699766828 464.861443121929	1.27959005534655 0.336498620828816	-16777216	10	10	10	10					
-1064471185_292	1064471185292			POINT	899.757125711308 590.11118856697	1.27866704016929 0.15744178300047	-16777216	10	10	10	10					
-1064471185_293	1064471185293			POINT	956.417463761953 585.239288348895	1.35914135724309 0.164220033748859	-16777216	10	10	10	10					
-1064471185_294	1064471185294			POINT	900.079750220075 477.386419069846	1.27949775382882 0.318592937045983	-16777216	10	10	10	10					
-1064471185_295	1064471185295			POINT	875.636784669963 464.212012215475	1.24483101069935 0.337506964899027	-16777216	10	10	10	10					
-1064471185_296	1064471185296			POINT	915.945804116763 588.719315767069	1.30165970219037 0.159378426071438	-16777216	10	10	10	10					
-1064471185_297	1064471185297			POINT	887.87624122703 464.536753205549	1.26221053302295 0.337002792863921	-16777216	10	10	10	10					
-1064471185_298	1064471185298			POINT	932.134474228181 587.327364124033	1.32465236421146 0.161315069142407	-16777216	10	10	10	10					
-1064471185_299	1064471185299			POINT	900.0438211152 489.91139464043	1.2794054523111 0.300687253263149	-16777216	10	10	10	10					
-1064471185_300	1064471185300			POINT	955.653011208712 599.157450793303	1.35800946503881 0.144324979536866	-16777216	10	10	10	10					
-1064471185_301	1064471185301			POINT	900.007912464916 502.43636985823	1.27931315079337 0.282781569480313	-16777216	10	10	10	10					
-1064471185_302	1064471185302			POINT	954.888575833556 613.07561397684	1.35687757283452 0.124429925324875	-16777216	10	10	10	10					
-1064471185_303	1064471185303			POINT	899.97202428197 514.961344747792	1.27922084927565 0.26487588569748	-16777216	10	10	10	10					
-1064471185_304	1064471185304			POINT	899.936156579078 527.486319333669	1.27912854775791 0.246970201914643	-16777216	10	10	10	10					
-1064471185_305	1064471185305			POINT	899.900309368987 540.011293640407	1.27903624624019 0.229064518131809	-16777216	10	10	10	10					
-1064471185_306	1064471185306			POINT	899.864482664421 552.536267692557	1.27894394472246 0.211158834348974	-16777216	10	10	10	10					
-1064471185_307	1064471185307			POINT	899.828676478131 565.061241514668	1.27885164320474 0.193253150566139	-16777216	10	10	10	10					
-1064471185_308	1064471185308			POINT	899.792890822841 577.586215131289	1.27875934168701 0.175347466783304	-16777216	10	10	10	10					
-1064471185_309	1064471185309			POINT	942.604330631657 612.474026355329	1.33943593395611 0.125330570616673	-16777216	10	10	10	10					
-1064471185_310	1064471185310			POINT	930.320088156187 611.872391601814	1.32199429507769 0.126231215908474	-16777216	10	10	10	10					
-1064471185_311	1064471185311			POINT	918.035848413172 611.270709657441	1.30455265619929 0.127131861200273	-16777216	10	10	10	10					
-1064471185_312	1064471185312			POINT	942.342033888756 631.778689992819	1.33899914100769 0.0977332639476535	-16777216	10	10	10	10					
-1064471185_313	1064471185313			POINT	943.40154397814 642.846624028991	1.340466728434 0.0819069134848369	-16777216	10	10	10	10					
-1064471185_314	1064471185314			POINT	944.461072005799 653.914556298625	1.3419343158603 0.0660805630220194	-16777216	10	10	10	10					
-1064471185_315	1064471185315			POINT	931.5770767288 652.540954004525	1.3236437365413 0.0680868539375952	-16777216	10	10	10	10					
-1064471185_316	1064471185316			POINT	918.693087490068 651.167300053217	1.3053531572223 0.0700931448531703	-16777216	10	10	10	10					
-1064471185_317	1064471185317			POINT	954.250811293723 651.623244692539	1.35584331303837 0.0693238543632422	-16777216	10	10	10	10					
-1064471185_318	1064471185318			POINT	965.330447528809 651.851551896103	1.37157554179432 0.0689607505864348	-16777216	10	10	10	10					
-1064471185_319	1064471185319			POINT	971.842093196836 609.976720530085	1.38096193224194 0.128803994048868	-16777216	10	10	10	10					
-1064471185_320	1064471185320			POINT	967.079069715014 584.53821577338	1.37428326532247 0.165187013806842	-16777216	10	10	10	10					
-1064471185_321	1064471185321			POINT	984.046160227783 585.584163589606	1.3983731903136 0.163635457777243	-16777216	10	10	10	10					
-1064471185_322	1064471185322			POINT	1001.01325768872 586.630019795438	1.42246311530473 0.162083901747644	-16777216	10	10	10	10					
-1064471185_323	1064471185323			POINT	1017.98036207322 587.675784584211	1.44655304029586 0.160532345718044	-16777216	10	10	10	10					
-1064471185_324	1064471185324			POINT	1034.94747335668 588.721458149244	1.47064296528697 0.158980789688445	-16777216	10	10	10	10					
-1064471185_325	1064471185325			POINT	1051.91459151453 589.767040683846	1.49473289027811 0.157429233658846	-16777216	10	10	10	10					
-1064471185_326	1064471185326			POINT	1068.88171652215 590.812532381308	1.51882281526923 0.155877677629249	-16777216	10	10	10	10					
-1064471185_327	1064471185327			POINT	958.54858118691 570.610916114916	1.36221627039572 0.185125895182275	-16777216	10	10	10	10					
-1064471185_328	1064471185328			POINT	958.509595818305 554.347321641636	1.36221502508439 0.208376668352102	-16777216	10	10	10	10					
-1064471185_329	1064471185329			POINT	958.470639220629 538.083726618068	1.36221377977306 0.23162744152193	-16777216	10	10	10	10					
-1064471185_330	1064471185330			POINT	968.373918328003 530.087870355174	1.37630324810746 0.243025680555198	-16777216	10	10	10	10					
-1064471185_331	1064471185331			POINT	988.219413372189 530.359657284098	1.40448343008759 0.242571385451905	-16777216	10	10	10	10					
-1064471185_332	1064471185332			POINT	1008.06491082726 530.631316257535	1.43266361206772 0.242117090348614	-16777216	10	10	10	10					
-1064471185_333	1064471185333			POINT	1027.91041069034 530.902847353154	1.46084379404785 0.24166279524532	-16777216	10	10	10	10					
-1064471185_334	1064471185334			POINT	1047.75591295855 531.17425064859	1.48902397602799 0.24120850014203	-16777216	10	10	10	10					
-1064471185_335	1064471185335			POINT	1067.60141762899 531.445526221456	1.5172041580081 0.240754205038739	-16777216	10	10	10	10					
-1064471185_336	1064471185336			POINT	1060.67973087506 545.319723330776	1.50732865986917 0.220942593067465	-16777216	10	10	10	10					
-1064471185_337	1064471185337			POINT	1052.25747920582 552.188998285882	1.49534586530467 0.21115036085765	-16777216	10	10	10	10					
-1064471185_338	1064471185338			POINT	1043.83520707392 559.058254552006	1.48336307074016 0.201358128647836	-16777216	10	10	10	10					
-1064471185_339	1064471185339			POINT	1035.41291496972 565.927492433519	1.47138027617566 0.191565896438021	-16777216	10	10	10	10					
-1064471185_340	1064471185340			POINT	1026.99060338358 572.796712234792	1.45939748161116 0.181773664228208	-16777216	10	10	10	10					
-1064471185_341	1064471185341			POINT	993.301172026587 600.2734167251	1.41146630335315 0.142604735388953	-16777216	10	10	10	10					
-1064471185_342	1064471185342			POINT	984.878770385994 607.142550690917	1.39948350878864 0.132812503179139	-16777216	10	10	10	10					
-1064471185_343	1064471185343			POINT	968.033917975676 620.880770165208	1.37551791965963 0.11322803875951	-16777216	10	10	10	10					
-1064471185_344	1064471185344			POINT	965.806357896871 598.932886944193	1.37242801487449 0.144612412100909	-16777216	10	10	10	10					
-1064471185_345	1064471185345			POINT	NaN NaN	NaN NaN	-16777216	10	10	10	10					
-1064471185_346	1064471185346			POINT	959.28308196165 519.743969965754	1.36342839896682 0.257843508921916	-16777216	10	10	10	10					
-1064471185_347	1064471185347			POINT	959.442086905539 506.398746987264	1.36369849741462 0.276921485718725	-16777216	10	10	10	10					
-1064471185_348	1064471185348			POINT	959.601110002158 493.053523798506	1.36396859586242 0.295999462515537	-16777216	10	10	10	10					
-1064471185_349	1064471185349			POINT	959.760151209486 479.708300369581	1.36423869431023 0.315077439312348	-16777216	10	10	10	10					
-1064471185_350	1064471185350			POINT	959.919210485499 466.363076670589	1.36450879275803 0.334155416109157	-16777216	10	10	10	10					
-1064471185_351	1064471185351			POINT	971.285356431161 466.558629947499	1.38064858317378 0.333838317290255	-16777216	10	10	10	10					
-1064471185_352	1064471185352			POINT	982.651503492312 466.754139490496	1.39678837358955 0.33352121847135	-16777216	10	10	10	10					
-1064471185_353	1064471185353			POINT	994.017651668161 466.949605317357	1.41292816400531 0.333204119652447	-16777216	10	10	10	10					
-1064471185_354	1064471185354			POINT	1005.38380095794 467.145027445858	1.42906795442106 0.332887020833544	-16777216	10	10	10	10					
-1064471185_355	1064471185355			POINT	1016.74995136088 467.340405893771	1.44520774483683 0.332569922014641	-16777216	10	10	10	10					
-1064471185_356	1064471185356			POINT	1028.11610287618 467.535740678866	1.46134753525258 0.332252823195738	-16777216	10	10	10	10					
-1064471185_357	1064471185357			POINT	1039.48225550309 467.73103181891	1.47748732566834 0.331935724376833	-16777216	10	10	10	10					
-1064471185_358	1064471185358			POINT	1050.84840924083 467.926279331663	1.49362711608411 0.33161862555793	-16777216	10	10	10	10					
-1064471185_359	1064471185359			POINT	1062.21456408862 468.121483234887	1.50976690649988 0.331301526739027	-16777216	10	10	10	10					
-1064471185_360	1064471185360			POINT	1073.58072004568 468.316643546337	1.52590669691564 0.330984427920125	-16777216	10	10	10	10					
-1064471185_361	1064471185361			POINT	958.325295266702 447.104062643766	1.36230912990872 0.361693602726757	-16777216	10	10	10	10					
-1064471185_362	1064471185362			POINT	958.995089486022 427.813090032098	1.36332409456376 0.389270010172874	-16777216	10	10	10	10					
-1064471185_363	1064471185363			POINT	959.664916978498 408.522117395704	1.36433905921881 0.41684641761899	-16777216	10	10	10	10					
-1064471185_364	1064471185364			POINT	960.334777414871 389.231144639546	1.36535402387386 0.444422825065105	-16777216	10	10	10	10					
-1064471185_365	1064471185365			POINT	971.272617214637 389.098697452032	1.38088699430231 0.44457611613502	-16777216	10	10	10	10					
-1064471185_366	1064471185366			POINT	982.210456278811 388.96620821476	1.39641996473078 0.444729407204936	-16777216	10	10	10	10					
-1064471185_367	1064471185367			POINT	993.148294607083 388.833676919866	1.41195293515925 0.44488269827485	-16777216	10	10	10	10					
-1064471185_368	1064471185368			POINT	1004.08613219915 388.701103559481	1.42748590558771 0.445035989344766	-16777216	10	10	10	10					
-1064471185_369	1064471185369			POINT	1015.02396905471 388.568488125736	1.44301887601617 0.44518928041468	-16777216	10	10	10	10					
-1064471185_370	1064471185370			POINT	1025.96180517347 388.435830610758	1.45855184644464 0.445342571484594	-16777216	10	10	10	10					
-1064471185_371	1064471185371			POINT	1036.89964055511 388.303131006668	1.47408481687309 0.445495862554511	-16777216	10	10	10	10					
-1064471185_372	1064471185372			POINT	1047.83747519935 388.170389305591	1.48961778730156 0.445649153624425	-16777216	10	10	10	10					
-1064471185_373	1064471185373			POINT	1058.77530910587 388.037605499643	1.50515075773002 0.44580244469434	-16777216	10	10	10	10					
-1064471185_374	1064471185374			POINT	1059.04002593156 402.412600818359	1.5054786577821 0.425250800615999	-16777216	10	10	10	10					
-1064471185_375	1064471185375			POINT	1059.30475840598 416.787595090274	1.50580655783417 0.404699156537658	-16777216	10	10	10	10					
-1064471185_376	1064471185376			POINT	1059.56950647024 431.16258835313	1.50613445788623 0.384147512459317	-16777216	10	10	10	10					
-1064471185_377	1064471185377			POINT	1059.83427006547 445.537580644669	1.5064623579383 0.363595868380976	-16777216	10	10	10	10					
-1064471185_378	1064471185378			POINT	1016.57047189858 451.58367649594	1.44500537216665 0.355096599825022	-16777216	10	10	10	10					
-1064471185_379	1064471185379			POINT	1016.85004235329 435.646003437903	1.44545544683936 0.377880429968733	-16777216	10	10	10	10					
-1064471185_380	1064471185380			POINT	1017.12963173357 419.7083298892	1.44590552151205 0.400664260112442	-16777216	10	10	10	10					
-1064471185_381	1064471185381			POINT	1017.40923993969 403.770655798477	1.44635559618475 0.42344809025615	-16777216	10	10	10	10					
-1064471185_382	1064471185382			POINT	959.135761865136 375.95562163586	1.36369514465337 0.463405624567762	-16777216	10	10	10	10					
-1064471185_383	1064471185383			POINT	959.810124444528 364.886090058834	1.36468930542474 0.47922854231255	-16777216	10	10	10	10					
-1064471185_384	1064471185384			POINT	960.484495881847 353.816558609817	1.36568346619612 0.495051460057336	-16777216	10	10	10	10					
-1064471185_385	1064471185385			POINT	961.158876070962 342.74702726875	1.36667762696749 0.510874377802122	-16777216	10	10	10	10					
-1064471185_386	1064471185386			POINT	961.833264905745 331.677496015576	1.36767178773886 0.526697295546909	-16777216	10	10	10	10					
-1064471185_387	1064471185387			POINT	980.978444923542 332.182345093636	1.394858121872 0.525912469278047	-16777216	10	10	10	10					
-1064471185_388	1064471185388			POINT	1000.12363087742 332.687059629535	1.42204445600514 0.525127643009186	-16777216	10	10	10	10					
-1064471185_389	1064471185389			POINT	1019.26882275974 333.191639747979	1.44923079013827 0.524342816740323	-16777216	10	10	10	10					
-1064471185_390	1064471185390			POINT	1038.41402056288 333.696085573642	1.47641712427141 0.523557990471461	-16777216	10	10	10	10					
-1064471185_391	1064471185391			POINT	1057.55922427922 334.200397231171	1.50360345840456 0.522773164202599	-16777216	10	10	10	10					
-1064471185_392	1064471185392			POINT	1076.70443390112 334.704574845186	1.53078979253771 0.521988337933736	-16777216	10	10	10	10					
-1064471185_393	1064471185393			POINT	1095.84964942096 335.208618540275	1.55797612667085 0.521203511664875	-16777216	10	10	10	10					
-1064471185_394	1064471185394			POINT	961.376671551948 316.828739100704	1.36707226612744 0.547926760297054	-16777216	10	10	10	10					
-1064471185_395	1064471185395			POINT	961.88566438869 301.649676711298	1.36784502970328 0.569625256548121	-16777216	10	10	10	10					
-1064471185_396	1064471185396			POINT	962.394676804817 286.470613904155	1.3686177932791 0.591323752799188	-16777216	10	10	10	10					
-1064471185_397	1064471185397			POINT	975.330106401099 278.773181848269	1.38701294548817 0.602285535715212	-16777216	10	10	10	10					
-1064471185_398	1064471185398			POINT	988.011021721932 278.665221127567	1.4050217159093 0.602398070505704	-16777216	10	10	10	10					
-1064471185_399	1064471185399			POINT	1000.69193626882 278.557200159698	1.42303048633044 0.602510605296196	-16777216	10	10	10	10					
-1064471185_400	1064471185400			POINT	1013.37285004139 278.449118936943	1.44103925675159 0.602623140086686	-16777216	10	10	10	10					
-1064471185_401	1064471185401			POINT	1026.05376303928 278.340977451573	1.45904802717272 0.602735674877177	-16777216	10	10	10	10					
-1064471185_402	1064471185402			POINT	1038.73467526214 278.232775695856	1.47705679759387 0.602848209667669	-16777216	10	10	10	10					
-1064471185_403	1064471185403			POINT	1051.4155867096 278.124513662055	1.495065568015 0.602960744458161	-16777216	10	10	10	10					
-1064471185_404	1064471185404			POINT	1064.09649738132 278.016191342426	1.51307433843616 0.603073279248651	-16777216	10	10	10	10					
-1064471185_405	1064471185405			POINT	1076.7774072769 277.90780872922	1.53108310885729 0.603185814039141	-16777216	10	10	10	10					
-1064471185_406	1064471185406			POINT	1089.45831639602 277.79936581468	1.54909187927844 0.603298348829634	-16777216	10	10	10	10					
-1064471185_407	1064471185407			POINT	1102.1392247383 277.690862591048	1.56710064969959 0.603410883620124	-16777216	10	10	10	10					
-1064471185_408	1064471185408			POINT	1114.82013230337 277.582299050555	1.58510942012072 0.603523418410616	-16777216	10	10	10	10					
-1064471185_409	1064471185409			POINT	962.342592456388 272.092209180839	1.36859107296921 0.611879462008909	-16777216	10	10	10	10					
-1064471185_410	1064471185410			POINT	961.113095963597 257.233109861138	1.36689382139601 0.633126243458474	-16777216	10	10	10	10					
-1064471185_411	1064471185411			POINT	959.883634790792 242.37400678749	1.36519656982281 0.654373024908039	-16777216	10	10	10	10					
-1064471185_412	1064471185412			POINT	958.654209264269 227.514899905048	1.36349931824961 0.675619806357603	-16777216	10	10	10	10					
-1064471185_413	1064471185413			POINT	968.564653321033 219.923039167325	1.37759847566494 0.686440681444785	-16777216	10	10	10	10					
-1064471185_414	1064471185414			POINT	979.089795579986 219.760690553989	1.39254625886687 0.686638165807184	-16777216	10	10	10	10					
-1064471185_415	1064471185415			POINT	989.614936746762 219.59829916899	1.40749404206879 0.686835650169584	-16777216	10	10	10	10					
-1064471185_416	1064471185416			POINT	1000.14007682094 219.435865002936	1.42244182527071 0.687033134531982	-16777216	10	10	10	10					
-1064471185_417	1064471185417			POINT	1010.66521580212 219.273388046429	1.43738960847266 0.687230618894382	-16777216	10	10	10	10					
-1064471185_418	1064471185418			POINT	1021.19035368984 219.110868290072	1.45233739167458 0.687428103256781	-16777216	10	10	10	10					
-1064471185_419	1064471185419			POINT	1031.71549048369 218.948305724463	1.4672851748765 0.687625587619179	-16777216	10	10	10	10					
-1064471185_420	1064471185420			POINT	1042.24062618325 218.785700340197	1.48223295807842 0.687823071981577	-16777216	10	10	10	10					
-1064471185_421	1064471185421			POINT	1052.76576078811 218.623052127867	1.49718074128036 0.688020556343976	-16777216	10	10	10	10					
-1064471185_422	1064471185422			POINT	1063.29089429781 218.460361078063	1.51212852448228 0.688218040706376	-16777216	10	10	10	10					
-1064471185_423	1064471185423			POINT	1073.81602671195 218.297627181374	1.52707630768421 0.688415525068773	-16777216	10	10	10	10					
-1064471185_424	1064471185424			POINT	1084.3411580301 218.134850428383	1.54202409088614 0.688613009431172	-16777216	10	10	10	10					
-1064471185_425	1064471185425			POINT	1094.86628825183 217.972030809673	1.55697187408807 0.688810493793569	-16777216	10	10	10	10					
-1064471185_426	1064471185426			POINT	1105.39141737671 217.809168315821	1.57191965728999 0.689007978155968	-16777216	10	10	10	10					
-1064471185_427	1064471185427			POINT	1115.91654540433 217.646262937405	1.58686744049192 0.689205462518366	-16777216	10	10	10	10					
-1064471185_428	1064471185428			POINT	1126.44167233426 217.483314664997	1.60181522369387 0.689402946880764	-16777216	10	10	10	10					
